"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Shopping","2016-12-02T07:55:00.000000000","534","1920","1.0986122886681096","0","0","1.0","11.577431144334053","1752076807248","1"
"Others-CCCPS105a","2016-12-01T10:58:00.000000000","1372","2009","1.791759469228055","1","0","1.0","11.928806563882318","1752076807248","1"
"BHMBCCMKT01","2016-12-01T13:58:00.000000000","190","577","1.791759469228055","1","0","1.0","11.575169162690283","1752076807248","1"
"Others-CCCPS135a","2016-12-02T11:28:00.000000000","2992","3883","1.9459101490553132","1","0","0.5","11.718493318153719","1752076807248","1"
"BHMEURBRD01","2016-12-01T10:58:00.000000000","470","470","1.6094379124341003","1","0","2.0","12.90471895621705","1752076807248","1"
"Broad Street","2016-11-30T14:01:00.000000000","643","690","1.6094379124341003","1","0","0.5","11.711603014188066","1752076807248","1"
"BHMNCPHST01","2016-12-01T11:58:00.000000000","854","1200","1.9459101490553132","1","0","1.0","12.034621741194321","1752076807248","1"
"BHMNCPHST01","2016-11-30T16:01:00.000000000","717","1200","1.0986122886681096","0","0","1.0","11.896806144334056","1752076807248","1"
"Broad Street","2016-11-30T15:01:00.000000000","622","690","1.3862943611198906","1","0","1.0","11.944596455922266","1752076807248","1"
"BHMBCCTHL01","2016-12-01T11:32:00.000000000","398","387","1.791759469228055","1","0","1.0","12.274303507223847","1752076807248","1"
"Others-CCCPS202","2016-12-02T09:01:00.000000000","840","2937","1.3862943611198906","0","0","0.5","11.354153309262703","1752076807248","1"
"Others-CCCPS202","2016-12-01T11:32:00.000000000","1446","2937","1.9459101490553132","1","0","2.0","12.565294196080261","1752076807248","1"
"BHMNCPNST01","2016-12-02T09:01:00.000000000","214","485","1.0986122886681096","0","0","0.5","11.365543257736118","1752076807248","1"
"BHMBCCMKT01","2016-12-01T08:05:00.000000000","22","577","0.6931471805599453","0","0","0.5","10.759701839846695","1752076807248","1"
"BHMBCCTHL01","2016-12-01T09:58:00.000000000","345","387","1.0986122886681096","0","0","0.5","11.815779012551108","1752076807248","1"
"BHMBCCTHL01","2016-11-30T14:01:00.000000000","396","387","1.6094379124341003","1","0","1.0","12.17797477017054","1752076807248","1"
"Shopping","2016-12-01T10:25:00.000000000","1421","1920","1.6094379124341003","0","0","0.5","11.919823122883717","1752076807248","1"
"BHMMBMMBX01","2016-12-02T10:28:00.000000000","653","687","1.6094379124341003","0","0","1.0","12.505228417643544","1752076807248","1"
"Others-CCCPS202","2016-11-30T16:01:00.000000000","1206","2937","1.0986122886681096","0","0","2.0","12.459929229114444","1752076807248","1"
"Others-CCCPS202","2016-11-30T15:28:00.000000000","1277","2937","1.3862943611198906","0","0","1.0","11.877944592885449","1752076807248","1"
"Others-CCCPS119a","2016-12-01T10:25:00.000000000","589","2803","1.6094379124341003","0","0","0.5","11.389850957644093","1752076807248","1"
"Others-CCCPS105a","2016-11-30T16:28:00.000000000","1150","2009","1.0986122886681096","0","0","1.0","11.871730235921909","1752076807248","1"
"BHMEURBRD01","2016-12-02T08:28:00.000000000","205","470","1.0986122886681096","0","0","0.3","11.210476357100012","1752076807248","1"
"Others-CCCPS98","2016-11-30T15:01:00.000000000","1133","3103","1.3862943611198906","0","0","1.0","11.808277699412669","1752076807248","1"
"Others-CCCPS8","2016-11-30T16:01:00.000000000","729","1322","1.0986122886681096","0","0","1.0","11.850743360672935","1752076807248","1"
"Others-CCCPS8","2016-12-01T14:58:00.000000000","890","1322","1.791759469228055","1","0","1.0","11.91910212493173","1752076807248","1"
"Others-CCCPS119a","2016-12-01T13:25:00.000000000","655","2803","2.1972245773362196","2","0","0.5","10.907290490594617","1752076807248","1"
"BHMBCCMKT01","2016-11-30T16:28:00.000000000","106","577","1.0986122886681096","0","0","1.0","11.483014983155545","1752076807248","1"
"BHMEURBRD01","2016-12-02T11:01:00.000000000","396","470","1.791759469228055","1","0","1.0","12.08843292610339","1752076807248","1"
"BHMMBMMBX01","2016-12-01T08:25:00.000000000","446","687","1.0986122886681096","0","0","0.3","11.423505562092425","1752076807248","1"
"Others-CCCPS105a","2016-12-01T15:25:00.000000000","1466","2009","1.0986122886681096","0","0","1.0","12.02902242108866","1752076807248","1"
"BHMNCPHST01","2016-12-02T07:55:00.000000000","205","1200","1.0986122886681096","1","0","1.0","11.07013947766739","1752076807248","1"
"Others-CCCPS98","2016-12-01T11:32:00.000000000","1183","3103","1.9459101490553132","1","0","2.0","12.454199031988178","1752076807248","1"
"Others-CCCPS135a","2016-12-02T09:01:00.000000000","2126","3883","1.3862943611198906","0","0","0.5","11.615661988697983","1752076807248","1"
"BHMNCPNST01","2016-12-01T11:32:00.000000000","364","485","1.791759469228055","1","0","1.0","11.996395198531554","1752076807248","1"
"Shopping","2016-12-01T15:58:00.000000000","1314","1920","1.6094379124341003","1","0","0.5","11.464093956217049","1752076807248","1"
"Others-CCCPS8","2016-12-01T08:58:00.000000000","552","1322","1.3862943611198906","0","0","1.0","11.860696348487327","1752076807248","1"
"Others-CCCPS98","2016-12-01T14:58:00.000000000","1210","3103","1.6094379124341003","1","0","1.0","11.544664170525785","1752076807248","1"
"BHMEURBRD01","2016-12-02T09:01:00.000000000","291","470","1.0986122886681096","0","0","0.5","11.543455080504268","1752076807248","1"
"BHMNCPNST01","2016-12-02T11:55:00.000000000","232","485","1.791759469228055","1","0","1.0","11.724230250077945","1752076807248","1"
"Others-CCCPS98","2016-12-01T08:58:00.000000000","897","3103","1.3862943611198906","0","0","0.5","11.357222269183858","1752076807248","1"
"BHMBCCTHL01","2016-12-01T14:25:00.000000000","396","387","1.6094379124341003","1","0","0.5","11.802974770170538","1752076807248","1"
"BHMMBMMBX01","2016-11-30T15:01:00.000000000","582","687","1.3862943611198906","0","0","1.0","12.290308752612347","1752076807248","1"
"BHMNCPHST01","2016-12-01T14:58:00.000000000","818","1200","1.6094379124341003","1","0","1.0","11.836385622883716","1752076807248","1"
"BHMBCCTHL01","2016-12-01T11:58:00.000000000","397","387","1.791759469228055","1","0","1.0","12.271719527895682","1752076807248","1"
"BHMNCPHST01","2016-12-01T14:25:00.000000000","855","1200","1.791759469228055","1","0","1.0","11.958379734614029","1752076807248","1"
"BHMBCCTHL01","2016-12-02T10:02:00.000000000","249","387","1.3862943611198906","0","0","1.0","12.086558033273123","1752076807248","1"
"Broad Street","2016-12-01T08:58:00.000000000","444","690","1.0986122886681096","0","0","0.5","11.567784405203621","1752076807248","1"
"Others-CCCPS119a","2016-12-01T08:58:00.000000000","406","2803","1.0986122886681096","0","0","0.3","10.919150953467128","1752076807248","1"
"Shopping","2016-12-01T12:58:00.000000000","1583","1920","2.0794415416798357","1","0","1.0","12.214199937506585","1752076807248","1"
"BHMMBMMBX01","2016-12-01T13:25:00.000000000","665","687","2.0794415416798357","2","0","1.0","11.957697481174707","1752076807248","1"
"Others-CCCPS135a","2016-11-30T14:01:00.000000000","3461","3883","1.9459101490553132","1","0","0.5","11.839276217973447","1752076807248","1"
"Others-CCCPS8","2016-11-30T15:01:00.000000000","804","1322","1.3862943611198906","0","0","1.0","12.051316620802002","1752076807248","1"
"Others-CCCPS8","2016-12-01T08:25:00.000000000","482","1322","1.0986122886681096","1","0","1.0","11.263905236618472","1752076807248","1"
"Others-CCCPS119a","2016-12-01T09:25:00.000000000","470","2803","1.0986122886681096","0","0","2.0","12.216983632739336","1752076807248","1"
"BHMBCCMKT01","2016-12-01T15:25:00.000000000","153","577","1.3862943611198906","0","0","0.5","11.333311825273984","1752076807248","1"
"Others-CCCPS202","2016-12-02T09:28:00.000000000","936","2937","1.3862943611198906","0","0","1.0","11.76183972397159","1752076807248","1"
"BHMNCPNST01","2016-12-01T16:25:00.000000000","321","485","1.0986122886681096","0","0","1.0","11.961161814437148","1752076807248","1"
"Broad Street","2016-12-01T15:25:00.000000000","640","690","1.3862943611198906","0","0","0.5","11.995683412444002","1752076807248","1"
"Others-CCCPS8","2016-12-01T08:05:00.000000000","461","1322","1.0986122886681096","0","0","1.0","11.648020213925584","1752076807248","1"
"BHMBCCTHL01","2016-12-02T08:28:00.000000000","161","387","1.0986122886681096","1","0","1.0","11.31532681616868","1752076807248","1"
"Others-CCCPS119a","2016-12-01T15:58:00.000000000","540","2803","1.3862943611198906","0","0","1.0","11.635797911919203","1752076807248","1"
"BHMEURBRD01","2016-12-01T11:32:00.000000000","466","470","1.791759469228055","1","0","1.0","12.237369096316154","1752076807248","1"
"Broad Street","2016-12-02T10:02:00.000000000","539","690","1.3862943611198906","0","0","0.5","11.8493066008498","1752076807248","1"
"BHMNCPHST01","2016-12-02T11:01:00.000000000","717","1200","1.9459101490553132","1","0","1.0","11.920455074527656","1752076807248","1"
"Others-CCCPS105a","2016-12-01T16:25:00.000000000","1344","2009","1.0986122886681096","0","0","1.0","11.968295691372381","1752076807248","1"
"Others-CCCPS135a","2016-12-02T10:02:00.000000000","2714","3883","1.6094379124341003","0","0","1.0","12.25366307159176","1752076807248","1"
"Broad Street","2016-12-02T07:55:00.000000000","195","690","0.6931471805599453","0","0","1.0","11.379182285932146","1752076807248","1"
"Others-CCCPS202","2016-12-02T10:28:00.000000000","1063","2937","1.6094379124341003","0","0","0.5","11.541652902420658","1752076807248","1"
"Others-CCCPS135a","2016-12-02T11:01:00.000000000","2963","3883","2.302585092994046","2","0","1.0","11.864362337895427","1752076807248","1"
"Others-CCCPS135a","2016-11-30T16:28:00.000000000","2549","3883","1.0986122886681096","0","0","1.0","11.955757341861739","1752076807248","1"
"Others-CCCPS119a","2016-12-01T13:58:00.000000000","644","2803","1.791759469228055","1","0","0.3","10.950633569790625","1752076807248","1"
"BHMNCPHST01","2016-11-30T15:28:00.000000000","751","1200","1.3862943611198906","1","0","0.5","11.293980513893278","1752076807248","1"
"Others-CCCPS135a","2016-12-01T08:05:00.000000000","1336","3883","1.3862943611198906","1","0","2.0","12.137211048703133","1752076807248","1"
"Others-CCCPS105a","2016-12-01T08:05:00.000000000","883","2009","1.3862943611198906","0","0","1.0","11.882669330883488","1752076807248","1"
"Broad Street","2016-12-01T12:58:00.000000000","690","690","2.302585092994046","2","0","0.5","11.726292546497024","1752076807248","1"
"BHMEURBRD01","2016-12-01T14:25:00.000000000","465","470","1.6094379124341003","1","0","1.0","12.14408065834471","1752076807248","1"
"Shopping","2016-12-02T09:28:00.000000000","1083","1920","1.3862943611198906","0","0","1.0","12.007209680559946","1752076807248","1"
"BHMEURBRD01","2016-12-01T15:58:00.000000000","409","470","1.3862943611198906","0","0","1.0","12.313359946517393","1752076807248","1"
"BHMBCCTHL01","2016-12-01T12:25:00.000000000","397","387","2.1972245773362196","2","0","1.0","12.074452081949762","1752076807248","1"
"BHMNCPHST01","2016-12-01T08:25:00.000000000","309","1200","0.6931471805599453","0","0","1.0","11.354073590279972","1752076807248","1"
"Others-CCCPS98","2016-11-30T15:28:00.000000000","1069","3103","1.3862943611198906","0","0","2.0","12.537652497994687","1752076807248","1"
"Others-CCCPS119a","2016-12-01T15:25:00.000000000","588","2803","1.0986122886681096","0","0","2.0","12.259081385147468","1752076807248","1"
"Others-CCCPS105a","2016-12-02T10:28:00.000000000","1225","2009","1.3862943611198906","0","0","1.0","12.05290327812092","1752076807248","1"
"BHMBCCTHL01","2016-12-01T09:25:00.000000000","302","387","1.3862943611198906","0","0","2.0","12.97350893766589","1752076807248","1"
"Others-CCCPS202","2016-12-02T08:28:00.000000000","662","2937","1.3862943611198906","0","0","1.0","11.668547248656642","1752076807248","1"
"BHMNCPHST01","2016-11-30T16:28:00.000000000","612","1200","0.6931471805599453","0","0","1.0","11.606573590279972","1752076807248","1"
"BHMBCCTHL01","2016-12-01T16:25:00.000000000","366","387","1.0986122886681096","0","0","1.0","12.245042578442582","1752076807248","1"
"Others-CCCPS135a","2016-12-01T14:58:00.000000000","3247","3883","1.9459101490553132","1","0","1.0","12.15916419119003","1752076807248","1"
"BHMMBMMBX01","2016-12-01T12:58:00.000000000","651","687","2.302585092994046","2","0","1.0","12.048890799772131","1752076807248","1"
"Others-CCCPS8","2016-12-01T11:32:00.000000000","871","1322","1.791759469228055","1","0","1.0","11.904729961542923","1752076807248","1"
"Others-CCCPS105a","2016-12-01T09:58:00.000000000","1284","2009","1.3862943611198906","0","0","0.5","11.707271122819776","1752076807248","1"
"BHMNCPHST01","2016-12-02T09:01:00.000000000","438","1200","1.3862943611198906","0","0","1.0","11.808147180559946","1752076807248","1"
"BHMNCPNST01","2016-12-01T15:25:00.000000000","347","485","1.3862943611198906","0","0","1.0","12.158611098085718","1752076807248","1"
"Others-CCCPS98","2016-12-02T12:01:00.000000000","1131","3103","2.302585092994046","2","0","0.3","10.940778527805435","1752076807248","1"
"Shopping","2016-12-01T08:05:00.000000000","627","1920","1.0986122886681096","0","0","0.5","11.250868644334055","1752076807248","1"
"Shopping","2016-12-02T11:01:00.000000000","1353","1920","1.9459101490553132","1","0","1.0","12.027642574527658","1752076807248","1"
"Others-CCCPS119a","2016-11-30T16:01:00.000000000","575","2803","1.0986122886681096","0","0","0.3","10.979443497170303","1752076807248","1"
"BHMBCCTHL01","2016-12-02T11:01:00.000000000","317","387","1.6094379124341003","1","0","1.0","11.973840403245475","1752076807248","1"
"Others-CCCPS119a","2016-11-30T14:01:00.000000000","662","2803","1.6094379124341003","1","0","1.0","11.390894482438956","1752076807248","1"
"Others-CCCPS202","2016-12-02T07:55:00.000000000","526","2937","1.0986122886681096","0","0","1.0","11.47840045825983","1752076807248","1"
"Others-CCCPS202","2016-12-01T14:25:00.000000000","1454","2937","2.0794415416798357","2","0","1.0","11.484783760284929","1752076807248","1"
"BHMMBMMBX01","2016-12-01T13:58:00.000000000","681","687","1.9459101490553132","1","0","1.0","12.314221450073507","1752076807248","1"
"BHMMBMMBX01","2016-12-01T11:32:00.000000000","571","687","2.1972245773362196","2","0","1.0","11.879762215887906","1752076807248","1"
"Others-CCCPS202","2016-11-30T14:28:00.000000000","1348","2937","1.791759469228055","1","0","1.0","11.704851474484643","1752076807248","1"
"Others-CCCPS98","2016-12-01T08:05:00.000000000","712","3103","1.3862943611198906","1","0","0.5","10.897602546335001","1752076807248","1"
"BHMBCCMKT01","2016-12-01T16:25:00.000000000","108","577","1.0986122886681096","0","0","1.0","11.48648118766161","1752076807248","1"
"Others-CCCPS8","2016-11-30T14:28:00.000000000","824","1322","1.9459101490553132","2","0","1.0","11.546253107810562","1752076807248","1"
"BHMBCCMKT01","2016-12-01T12:25:00.000000000","191","577","2.0794415416798357","2","0","0.5","10.945743301169205","1752076807248","1"
"BHMBCCTHL01","2016-12-01T08:05:00.000000000","207","387","1.0986122886681096","1","0","0.5","11.059189865264287","1752076807248","1"
"Others-CCCPS135a","2016-12-01T11:58:00.000000000","3393","3883","2.0794415416798357","1","0","0.5","11.888529681476022","1752076807248","1"
"Shopping","2016-12-02T10:28:00.000000000","1301","1920","1.6094379124341003","0","0","1.0","12.232323122883717","1752076807248","1"
"Shopping","2016-12-01T14:58:00.000000000","1488","1920","1.6094379124341003","1","0","1.0","11.92971895621705","1752076807248","1"
"BHMBCCMKT01","2016-12-02T10:02:00.000000000","91","577","1.0986122886681096","0","0","1.0","11.45701844936005","1752076807248","1"
"Others-CCCPS119a","2016-12-01T11:32:00.000000000","646","2803","1.9459101490553132","1","0","1.0","11.55342243093151","1752076807248","1"
"Others-CCCPS135a","2016-11-30T15:28:00.000000000","3092","3883","1.3862943611198906","0","0","0.5","11.864438707729658","1752076807248","1"
"Others-CCCPS8","2016-11-30T16:28:00.000000000","689","1322","1.3862943611198906","1","0","0.3","11.039327210817131","1752076807248","1"
"BHMNCPHST01","2016-12-02T08:28:00.000000000","302","1200","1.0986122886681096","0","0","1.0","11.550972811000722","1752076807248","1"
"Shopping","2016-12-01T09:25:00.000000000","1146","1920","1.6094379124341003","1","0","0.5","11.37659395621705","1752076807248","1"
"Others-CCCPS8","2016-12-01T13:25:00.000000000","936","1322","2.1972245773362196","2","0","0.5","11.381630442979759","1752076807248","1"
"BHMEURBRD01","2016-12-01T12:25:00.000000000","468","470","2.1972245773362196","2","0","1.0","12.044356969519175","1752076807248","1"
"BHMBCCTHL01","2016-12-01T12:58:00.000000000","400","387","2.1972245773362196","2","0","1.0","12.08220401993426","1752076807248","1"
